Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
Alps,62,49,2,2,1.22,0.58,1.7993,1.6990
already,16246,6350,15769,6297,318.55,75.70,4.2108,3.8028
Alright,4044,671,1755,543,79.29,8.00,3.6069,2.8274
Alrighty,83,76,6,6,1.63,0.91,1.9243,1.8865
Als,27,16,2,2,0.53,0.19,1.4472,1.2304
Alsatian,8,6,0,0,0.16,0.07,0.9542,0.8451
also,10528,4765,9336,4461,206.43,56.81,4.0224,3.6782
alt,12,10,7,5,0.24,0.12,1.1139,1.0414
Altair,64,12,0,0,1.25,0.14,1.8129,1.1139
altar,259,181,257,180,5.08,2.16,2.4150,2.2601
altarpiece,2,2,2,2,0.04,0.02,0.4771,0.4771
altars,6,5,5,4,0.12,0.06,0.8451,0.7782
alter,244,199,218,185,4.78,2.37,2.3892,2.3010
alteration,36,28,34,28,0.71,0.33,1.5682,1.4624
alterations,48,42,43,38,0.94,0.50,1.6902,1.6335
altercation,37,30,35,30,0.73,0.36,1.5798,1.4914
altered,228,183,215,175,4.47,2.18,2.3598,2.2648
altering,36,34,35,33,0.71,0.41,1.5682,1.5441
alternate,180,155,163,141,3.53,1.85,2.2577,2.1931
alternated,5,5,5,5,0.10,0.06,0.7782,0.7782
alternately,4,4,3,3,0.08,0.05,0.6990,0.6990
alternates,9,8,9,8,0.18,0.10,1.0000,0.9542
alternating,21,19,18,17,0.41,0.23,1.3424,1.3010
alternation,2,1,2,1,0.04,0.01,0.4771,0.3010
alternative,476,407,462,398,9.33,4.85,2.6785,2.6107
alternatively,5,5,4,4,0.10,0.06,0.7782,0.7782
alternatives,83,67,80,65,1.63,0.80,1.9243,1.8325
alternator,18,13,16,11,0.35,0.15,1.2788,1.1461
alternators,2,2,1,1,0.04,0.02,0.4771,0.4771
alters,20,19,20,19,0.39,0.23,1.3222,1.3010
Althea,46,7,0,0,0.90,0.08,1.6721,0.9031
Although,2143,1562,720,613,42.02,18.62,3.3312,3.1940
altimeter,23,14,15,10,0.45,0.17,1.3802,1.1761
Altiplano,2,1,0,0,0.04,0.01,0.4771,0.3010
altitude,198,146,175,133,3.88,1.74,2.2989,2.1673
altitudes,11,10,11,10,0.22,0.12,1.0792,1.0414
Alto,69,35,12,8,1.35,0.42,1.8451,1.5563
altogether,327,269,307,255,6.41,3.21,2.5159,2.4314
Altos,7,5,3,3,0.14,0.06,0.9031,0.7782
altruism,11,8,10,8,0.22,0.10,1.0792,0.9542
altruistic,18,18,17,17,0.35,0.21,1.2788,1.2788
alum,7,7,6,6,0.14,0.08,0.9031,0.9031
aluminium,12,10,10,8,0.24,0.12,1.1139,1.0414
aluminum,115,83,94,71,2.25,0.99,2.0645,1.9243
alumnae,4,1,4,1,0.08,0.01,0.6990,0.3010
alumni,89,55,82,49,1.75,0.66,1.9542,1.7482
alumnus,24,19,24,19,0.47,0.23,1.3979,1.3010
alums,4,4,4,4,0.08,0.05,0.6990,0.6990
Alvar,5,4,1,1,0.10,0.05,0.7782,0.6990
alveolar,4,4,3,3,0.08,0.05,0.6990,0.6990
alveoli,4,3,4,3,0.08,0.04,0.6990,0.6021
alw,2,1,1,1,0.04,0.01,0.4771,0.3010
alway,7,7,6,6,0.14,0.08,0.9031,0.9031
always,33418,7495,31224,7415,655.25,89.35,4.5240,3.8748
Aly,9,3,2,2,0.18,0.04,1.0000,0.6021
Alzheimer,85,54,0,0,1.67,0.64,1.9345,1.7404
am,56438,7983,52421,7914,1106.63,95.17,4.7516,3.9022
Ama,47,29,8,4,0.92,0.35,1.6812,1.4771
amable,2,1,2,1,0.04,0.01,0.4771,0.3010
Amal,4,4,0,0,0.08,0.05,0.6990,0.6990
amalgam,9,5,9,5,0.18,0.06,1.0000,0.7782
Amalgamated,6,6,1,1,0.12,0.07,0.8451,0.8451
amalgamation,6,2,4,2,0.12,0.02,0.8451,0.4771
amandine,2,1,2,1,0.04,0.01,0.4771,0.3010
amant,2,1,1,1,0.04,0.01,0.4771,0.3010
amanuensis,2,2,2,2,0.04,0.02,0.4771,0.4771
Amar,3,2,0,0,0.06,0.02,0.6021,0.4771
amaranth,2,1,1,1,0.04,0.01,0.4771,0.3010
amaretto,22,17,16,12,0.43,0.20,1.3617,1.2553
Amargosa,14,2,0,0,0.27,0.02,1.1761,0.4771
Amarillo,37,15,0,0,0.73,0.18,1.5798,1.2041
Amaryllis,5,3,1,1,0.10,0.04,0.7782,0.6021
amas,4,4,2,2,0.08,0.05,0.6990,0.6990
amass,3,3,3,3,0.06,0.04,0.6021,0.6021
amassed,20,17,20,17,0.39,0.20,1.3222,1.2553
amassing,8,8,8,8,0.16,0.10,0.9542,0.9542
amateur,334,273,302,250,6.55,3.25,2.5250,2.4378
amateurish,19,17,16,16,0.37,0.20,1.3010,1.2553
amateurs,176,143,146,123,3.45,1.70,2.2480,2.1584
amaze,82,75,76,71,1.61,0.89,1.9191,1.8808
amazed,261,240,257,237,5.12,2.86,2.4183,2.3820
amazement,36,34,34,33,0.71,0.41,1.5682,1.5441
amazes,43,41,42,40,0.84,0.49,1.6435,1.6232
amazing,4167,2369,3656,2160,81.71,28.24,3.6199,3.3747
amazingly,91,84,72,69,1.78,1.00,1.9638,1.9294
Amazon,148,85,5,5,2.90,1.01,2.1732,1.9345
Amazonian,16,12,0,0,0.31,0.14,1.2304,1.1139
Amazons,9,6,0,0,0.18,0.07,1.0000,0.8451
Amba,7,2,0,0,0.14,0.02,0.9031,0.4771
Ambach,10,1,0,0,0.20,0.01,1.0414,0.3010
Ambassador,689,226,306,157,13.51,2.69,2.8388,2.3560
ambassadorial,2,2,2,2,0.04,0.02,0.4771,0.4771
ambassadors,43,35,31,27,0.84,0.42,1.6435,1.5563
ambassadorship,3,3,3,3,0.06,0.04,0.6021,0.6021
Amber,473,122,72,40,9.27,1.45,2.6758,2.0899
ambergris,10,4,8,4,0.20,0.05,1.0414,0.6990
Ambers,5,4,2,2,0.10,0.05,0.7782,0.6990
ambiance,8,8,8,8,0.16,0.10,0.9542,0.9542
ambidextrous,12,12,9,9,0.24,0.14,1.1139,1.1139
ambience,37,35,37,35,0.73,0.42,1.5798,1.5563
ambient,26,22,17,16,0.51,0.26,1.4314,1.3617
ambiguities,4,4,4,4,0.08,0.05,0.6990,0.6990
ambiguity,14,13,14,13,0.27,0.15,1.1761,1.1461
ambiguous,37,35,34,33,0.73,0.42,1.5798,1.5563
ambition,273,233,257,221,5.35,2.78,2.4378,2.3692
ambitions,93,84,93,84,1.82,1.00,1.9731,1.9294
ambitious,243,218,232,209,4.76,2.60,2.3874,2.3404
ambivalence,12,11,11,11,0.24,0.13,1.1139,1.0792
ambivalent,12,12,12,12,0.24,0.14,1.1139,1.1139
amble,5,5,5,5,0.10,0.06,0.7782,0.7782
ambled,2,2,2,2,0.04,0.02,0.4771,0.4771
Ambler,6,1,0,0,0.12,0.01,0.8451,0.3010
Ambos,4,1,0,0,0.08,0.01,0.6990,0.3010
Ambrose,169,28,0,0,3.31,0.33,2.2304,1.4624
ambrosia,49,26,30,18,0.96,0.31,1.6990,1.4314
ambulance,1143,727,1093,707,22.41,8.67,3.0584,2.8621
ambulances,64,51,59,47,1.25,0.61,1.8129,1.7160
ambulatory,12,10,10,9,0.24,0.12,1.1139,1.0414
ambush,277,195,245,176,5.43,2.32,2.4440,2.2923
ambushed,109,91,100,85,2.14,1.08,2.0414,1.9638
ambushes,3,3,3,3,0.06,0.04,0.6021,0.6021
ambushing,7,6,6,5,0.14,0.07,0.9031,0.8451
Ame,7,7,3,3,0.14,0.08,0.9031,0.9031
Ameer,9,2,0,0,0.18,0.02,1.0000,0.4771
Amel,3,1,0,0,0.06,0.01,0.6021,0.3010
Amelia,240,53,0,0,4.71,0.63,2.3820,1.7324
ameliorate,2,2,2,2,0.04,0.02,0.4771,0.4771
Amen,1325,686,97,68,25.98,8.18,3.1225,2.8370
amenable,9,9,9,9,0.18,0.11,1.0000,1.0000
amend,38,36,32,30,0.75,0.43,1.5911,1.5682
amended,19,19,18,18,0.37,0.23,1.3010,1.3010
amending,2,2,2,2,0.04,0.02,0.4771,0.4771
Amendment,209,115,83,52,4.10,1.37,2.3222,2.0645
amendments,19,18,17,17,0.37,0.21,1.3010,1.2788
amends,94,71,94,71,1.84,0.85,1.9777,1.8573
amenities,39,35,39,35,0.76,0.42,1.6021,1.5563
America,3974,1780,13,13,77.92,21.22,3.5993,3.2507
American,5213,2090,83,53,102.22,24.92,3.7172,3.3204
Americana,37,27,4,4,0.73,0.32,1.5798,1.4472
Americanism,5,4,0,0,0.10,0.05,0.7782,0.6990
Americanized,3,3,1,1,0.06,0.04,0.6021,0.6021
Americans,1293,664,31,17,25.35,7.92,3.1119,2.8228
Americas,27,23,0,0,0.53,0.27,1.4472,1.3802
amethyst,6,6,6,6,0.12,0.07,0.8451,0.8451
amethysts,2,2,2,2,0.04,0.02,0.4771,0.4771
Amex,9,8,2,2,0.18,0.10,1.0000,0.9542
ami,37,31,20,20,0.73,0.37,1.5798,1.5051
amiable,30,24,28,24,0.59,0.29,1.4914,1.3979
amiably,4,4,3,3,0.08,0.05,0.6990,0.6990
amicable,13,10,12,9,0.25,0.12,1.1461,1.0414
amicably,10,9,10,9,0.20,0.11,1.0414,1.0000
amid,45,40,34,31,0.88,0.48,1.6628,1.6128
amidship,7,4,7,4,0.14,0.05,0.9031,0.6990
amidships,15,10,14,10,0.29,0.12,1.2041,1.0414
amidst,35,34,28,27,0.69,0.41,1.5563,1.5441
Amie,36,5,3,3,0.71,0.06,1.5682,0.7782
amiga,6,6,5,5,0.12,0.07,0.8451,0.8451
amigas,2,1,1,1,0.04,0.01,0.4771,0.3010
amigo,259,150,214,137,5.08,1.79,2.4150,2.1790
amigos,108,54,64,46,2.12,0.64,2.0374,1.7404
Amil,2,1,0,0,0.04,0.01,0.4771,0.3010
Amin,11,7,0,0,0.22,0.08,1.0792,0.9031
amino,31,22,30,21,0.61,0.26,1.5051,1.3617
Amir,61,17,3,1,1.20,0.20,1.7924,1.2553
amis,14,11,7,7,0.27,0.13,1.1761,1.0792
Amish,90,46,9,3,1.76,0.55,1.9590,1.6721
amiss,38,34,38,34,0.75,0.41,1.5911,1.5441
Amity,27,7,3,3,0.53,0.08,1.4472,0.9031
Amman,5,4,0,0,0.10,0.05,0.7782,0.6990
Ammer,10,1,0,0,0.20,0.01,1.0414,0.3010
ammo,274,183,260,177,5.37,2.18,2.4393,2.2648
ammonia,76,49,60,44,1.49,0.58,1.8865,1.6990
ammonium,26,17,19,13,0.51,0.20,1.4314,1.2553
ammunition,300,193,283,187,5.88,2.30,2.4786,2.2878
amnesia,189,112,162,99,3.71,1.34,2.2788,2.0531
amnesiac,2,2,1,1,0.04,0.02,0.4771,0.4771
amnesic,2,2,2,2,0.04,0.02,0.4771,0.4771
amnesty,68,46,38,26,1.33,0.55,1.8388,1.6721
amniocentesis,3,2,2,2,0.06,0.02,0.6021,0.4771
amniotic,14,12,14,12,0.27,0.14,1.1761,1.1139
amoeba,16,11,15,11,0.31,0.13,1.2304,1.0792
amoebas,5,5,4,4,0.10,0.06,0.7782,0.7782
amoebic,3,2,3,2,0.06,0.02,0.6021,0.4771
amok,26,20,19,19,0.51,0.24,1.4314,1.3222
among,1729,1273,1541,1153,33.90,15.18,3.2380,3.1052
amongst,364,322,348,311,7.14,3.84,2.5623,2.5092
amontillado,3,3,3,3,0.06,0.04,0.6021,0.6021
Amor,43,21,20,14,0.84,0.25,1.6435,1.3424
amoral,10,9,10,9,0.20,0.11,1.0414,1.0000
amorality,2,2,1,1,0.04,0.02,0.4771,0.4771
Amoroso,5,4,1,1,0.10,0.05,0.7782,0.6990
amorous,47,39,44,36,0.92,0.46,1.6812,1.6021
amorphous,7,6,6,6,0.14,0.07,0.9031,0.8451
amortization,7,6,6,5,0.14,0.07,0.9031,0.8451
amortize,4,2,3,2,0.08,0.02,0.6990,0.4771
amortized,5,4,4,3,0.10,0.05,0.7782,0.6990
amortizing,2,2,2,2,0.04,0.02,0.4771,0.4771
Amos,81,39,1,1,1.59,0.46,1.9138,1.6021
amount,1262,1012,1260,1010,24.75,12.06,3.1014,3.0056
amounted,12,12,12,12,0.24,0.14,1.1139,1.1139
amounting,3,3,3,3,0.06,0.04,0.6021,0.6021
amounts,181,168,180,167,3.55,2.00,2.2601,2.2279
amour,95,42,61,34,1.86,0.50,1.9823,1.6335
amours,6,5,5,4,0.12,0.06,0.8451,0.7782
amp,93,73,73,60,1.82,0.87,1.9731,1.8692
Amparo,3,2,0,0,0.06,0.02,0.6021,0.4771
amperage,5,3,5,3,0.10,0.04,0.7782,0.6021
ampersand,3,3,3,3,0.06,0.04,0.6021,0.6021
amphetamine,15,13,15,13,0.29,0.15,1.2041,1.1461
amphetamines,26,21,22,18,0.51,0.25,1.4314,1.3424
amphibian,20,17,16,14,0.39,0.20,1.3222,1.2553
amphibians,10,10,8,8,0.20,0.12,1.0414,1.0414
amphibious,30,22,26,21,0.59,0.26,1.4914,1.3617
amphitheater,5,4,5,4,0.10,0.05,0.7782,0.6990
amphitheatre,3,3,2,2,0.06,0.04,0.6021,0.6021
Amphitryon,6,3,0,0,0.12,0.04,0.8451,0.6021
ampicillin,2,2,1,1,0.04,0.02,0.4771,0.4771
ample,93,82,80,76,1.82,0.98,1.9731,1.9191
amplification,8,8,8,8,0.16,0.10,0.9542,0.9542
amplified,16,15,15,14,0.31,0.18,1.2304,1.2041
amplifier,16,15,16,15,0.31,0.18,1.2304,1.2041
amplifiers,6,4,4,4,0.12,0.05,0.8451,0.6990
amplifies,8,8,8,8,0.16,0.10,0.9542,0.9542
amplify,19,15,17,13,0.37,0.18,1.3010,1.2041
amplifying,7,7,7,7,0.14,0.08,0.9031,0.9031
amplitude,6,6,6,6,0.12,0.07,0.8451,0.8451
amply,18,18,18,18,0.35,0.21,1.2788,1.2788
ampoules,15,5,15,5,0.29,0.06,1.2041,0.7782
amps,49,32,48,32,0.96,0.38,1.6990,1.5185
ampule,19,6,19,6,0.37,0.07,1.3010,0.8451
amputate,44,40,41,38,0.86,0.48,1.6532,1.6128
amputated,24,21,22,20,0.47,0.25,1.3979,1.3424
amputates,2,2,2,2,0.04,0.02,0.4771,0.4771
amputating,2,2,2,2,0.04,0.02,0.4771,0.4771
amputation,43,32,37,28,0.84,0.38,1.6435,1.5185
amputations,7,7,7,7,0.14,0.08,0.9031,0.9031
amputee,10,9,9,8,0.20,0.11,1.0414,1.0000
amputees,3,3,3,3,0.06,0.04,0.6021,0.6021
Amsterdam,217,95,0,0,4.25,1.13,2.3385,1.9823
Amtrak,29,17,0,0,0.57,0.20,1.4771,1.2553
amuck,26,26,26,26,0.51,0.31,1.4314,1.4314
amulet,118,37,117,36,2.31,0.44,2.0755,1.5798
amulets,15,6,14,5,0.29,0.07,1.2041,0.8451
amuse,133,115,124,106,2.61,1.37,2.1271,2.0645
amused,128,107,128,107,2.51,1.28,2.1106,2.0334
amusement,191,146,178,142,3.75,1.74,2.2833,2.1673
amusements,7,7,7,7,0.14,0.08,0.9031,0.9031
amusers,2,1,2,1,0.04,0.01,0.4771,0.3010
amuses,35,30,34,30,0.69,0.36,1.5563,1.4914
amusing,469,356,450,345,9.20,4.24,2.6721,2.5527
amusingly,4,4,3,3,0.08,0.05,0.6990,0.6990
Amy,2498,333,2,2,48.98,3.97,3.3978,2.5237
amygdala,3,2,2,2,0.06,0.02,0.6021,0.4771
amyl,11,7,6,5,0.22,0.08,1.0792,0.9031
amylase,8,6,8,6,0.16,0.07,0.9542,0.8451
amyloidosis,2,1,1,1,0.04,0.01,0.4771,0.3010
amyls,2,2,2,2,0.04,0.02,0.4771,0.4771
an,95071,8285,90046,8271,1864.14,98.77,4.9781,3.9183
Ana,264,73,41,21,5.18,0.87,2.4232,1.8692
anabolic,8,8,5,5,0.16,0.10,0.9542,0.9542
anachronism,5,5,5,5,0.10,0.06,0.7782,0.7782
anachronisms,2,2,2,2,0.04,0.02,0.4771,0.4771
anachronistic,3,3,3,3,0.06,0.04,0.6021,0.6021
Anaconda,24,19,10,10,0.47,0.23,1.3979,1.3010
Anacondas,10,5,3,3,0.20,0.06,1.0414,0.7782
anaemia,6,3,4,2,0.12,0.04,0.8451,0.6021
anaemic,9,9,9,9,0.18,0.11,1.0000,1.0000
anaerobic,4,4,3,3,0.08,0.05,0.6990,0.6990
anaesthesia,15,12,13,11,0.29,0.14,1.2041,1.1139
anaesthesiologist,5,3,4,2,0.10,0.04,0.7782,0.6021
anaesthesiology,5,1,5,1,0.10,0.01,0.7782,0.3010
anaesthetic,22,10,22,10,0.43,0.12,1.3617,1.0414
anaesthetised,6,4,6,4,0.12,0.05,0.8451,0.6990
anaesthetist,3,2,3,2,0.06,0.02,0.6021,0.4771
anaglypta,3,1,3,1,0.06,0.01,0.6021,0.3010
anagram,26,20,25,20,0.51,0.24,1.4314,1.3222
anagrams,12,11,9,8,0.24,0.13,1.1139,1.0792
Anaheim,20,16,0,0,0.39,0.19,1.3222,1.2304
anal,138,97,117,85,2.71,1.16,2.1430,1.9912
analgesia,3,2,2,2,0.06,0.02,0.6021,0.4771
analgesic,5,4,5,4,0.10,0.05,0.7782,0.6990
analgesics,3,3,3,3,0.06,0.04,0.6021,0.6021
anally,5,5,5,5,0.10,0.06,0.7782,0.7782
analog,12,10,11,9,0.24,0.12,1.1139,1.0414
analogies,6,6,6,6,0.12,0.07,0.8451,0.8451
analogous,4,4,4,4,0.08,0.05,0.6990,0.6990
analogs,3,2,2,2,0.06,0.02,0.6021,0.4771
analogue,5,3,5,3,0.10,0.04,0.7782,0.6021
analogues,3,2,3,2,0.06,0.02,0.6021,0.4771
analogy,58,58,58,58,1.14,0.69,1.7709,1.7709
analyse,45,34,44,34,0.88,0.41,1.6628,1.5441
analysed,23,20,23,20,0.45,0.24,1.3802,1.3222
analyser,4,4,4,4,0.08,0.05,0.6990,0.6990
analyses,7,7,7,7,0.14,0.08,0.9031,0.9031
analysing,19,18,18,17,0.37,0.21,1.3010,1.2788
analysis,563,432,524,411,11.04,5.15,2.7513,2.6365
analyst,177,109,171,107,3.47,1.30,2.2504,2.0414
analysts,56,38,52,36,1.10,0.45,1.7559,1.5911
analytic,4,4,4,4,0.08,0.05,0.6990,0.6990
analytical,30,28,27,26,0.59,0.33,1.4914,1.4624
analyze,165,149,156,144,3.24,1.78,2.2201,2.1761
analyzed,110,99,109,98,2.16,1.18,2.0453,2.0000
analyzer,26,18,25,17,0.51,0.21,1.4314,1.2788
analyzers,2,2,2,2,0.04,0.02,0.4771,0.4771
analyzes,11,11,11,11,0.22,0.13,1.0792,1.0792
analyzing,93,84,87,78,1.82,1.00,1.9731,1.9294
Anan,9,2,1,1,0.18,0.02,1.0000,0.4771
Ananda,6,2,0,0,0.12,0.02,0.8451,0.4771
anaphase,3,2,2,2,0.06,0.02,0.6021,0.4771
anaphylactic,27,23,21,19,0.53,0.27,1.4472,1.3802
Anaphylaxis,3,3,1,1,0.06,0.04,0.6021,0.6021
anarchic,2,2,2,2,0.04,0.02,0.4771,0.4771
anarchism,2,2,2,2,0.04,0.02,0.4771,0.4771
anarchist,29,21,24,19,0.57,0.25,1.4771,1.3424
anarchists,16,13,12,11,0.31,0.15,1.2304,1.1461
anarchy,103,71,71,62,2.02,0.85,2.0170,1.8573
Anas,7,5,0,0,0.14,0.06,0.9031,0.7782
anastomosis,17,13,16,13,0.33,0.15,1.2553,1.1461
anathema,9,7,5,5,0.18,0.08,1.0000,0.9031
Anatolian,2,2,0,0,0.04,0.02,0.4771,0.4771
anatomic,4,3,4,3,0.08,0.04,0.6990,0.6021
anatomical,16,15,14,13,0.31,0.18,1.2304,1.2041
anatomically,16,15,13,12,0.31,0.18,1.2304,1.2041
anatomist,3,3,3,3,0.06,0.04,0.6021,0.6021
anatomize,2,2,2,2,0.04,0.02,0.4771,0.4771
anatomy,163,125,140,114,3.20,1.49,2.2148,2.1004
Anc,10,6,1,1,0.20,0.07,1.0414,0.8451
ancestor,86,56,75,53,1.69,0.67,1.9395,1.7559
ancestors,279,192,269,188,5.47,2.29,2.4472,2.2856
ancestral,29,26,28,25,0.57,0.31,1.4771,1.4314
ancestrally,2,2,2,2,0.04,0.02,0.4771,0.4771
ancestry,24,22,24,22,0.47,0.26,1.3979,1.3617
anchor,378,188,302,168,7.41,2.24,2.5786,2.2765
Anchorage,36,24,6,5,0.71,0.29,1.5682,1.3979
anchored,36,35,35,34,0.71,0.42,1.5682,1.5563
anchoring,4,4,4,4,0.08,0.05,0.6990,0.6990
anchorman,18,12,14,9,0.35,0.14,1.2788,1.1139
anchormen,4,4,3,3,0.08,0.05,0.6990,0.6990
Anchorperson,9,3,1,1,0.18,0.04,1.0000,0.6021
anchors,40,32,27,22,0.78,0.38,1.6128,1.5185
anchorwoman,14,10,10,7,0.27,0.12,1.1761,1.0414
anchovies,50,40,44,36,0.98,0.48,1.7076,1.6128
anchovy,7,7,6,6,0.14,0.08,0.9031,0.9031
ancient,1105,738,953,660,21.67,8.80,3.0438,2.8686
ancients,25,17,18,15,0.49,0.20,1.4150,1.2553
ancillary,11,11,9,9,0.22,0.13,1.0792,1.0792
ancora,3,3,3,3,0.06,0.04,0.6021,0.6021
and,682780,8379,515365,8374,13387.84,99.89,5.8343,3.9232
anda,9,8,5,5,0.18,0.10,1.0000,0.9542
Andante,3,2,1,1,0.06,0.02,0.6021,0.4771
Anders,80,17,3,1,1.57,0.20,1.9085,1.2553
Anderson,750,214,1,1,14.71,2.55,2.8756,2.3324
Andes,22,19,1,1,0.43,0.23,1.3617,1.3010
andiron,3,1,2,1,0.06,0.01,0.6021,0.3010
andirons,4,3,3,3,0.08,0.04,0.6990,0.6021
andouille,6,3,5,3,0.12,0.04,0.8451,0.6021
Andre,337,76,0,0,6.61,0.91,2.5289,1.8865
Andrew,1085,270,6,6,21.27,3.22,3.0358,2.4330
Androcles,9,2,0,0,0.18,0.02,1.0000,0.4771
androgynous,6,6,5,5,0.12,0.07,0.8451,0.8451
android,45,27,43,25,0.88,0.32,1.6628,1.4472
androids,22,14,20,12,0.43,0.17,1.3617,1.1761
Andromache,5,1,0,0,0.10,0.01,0.7782,0.3010
Andromeda,413,37,0,0,8.10,0.44,2.6170,1.5798
ands,21,14,20,13,0.41,0.17,1.3424,1.1761
anecdotal,19,14,16,13,0.37,0.17,1.3010,1.1761
anecdote,55,41,55,41,1.08,0.49,1.7482,1.6232
anecdotes,40,36,37,34,0.78,0.43,1.6128,1.5682
anemia,35,26,32,25,0.69,0.31,1.5563,1.4314
anemic,32,28,32,28,0.63,0.33,1.5185,1.4624
anemone,13,7,12,6,0.25,0.08,1.1461,0.9031
anemones,12,11,11,10,0.24,0.13,1.1139,1.0792
Aneroid,6,1,0,0,0.12,0.01,0.8451,0.3010
anesthesia,101,70,85,62,1.98,0.83,2.0086,1.8513
anesthesiologist,27,24,24,21,0.53,0.29,1.4472,1.3979
Anesthesiology,9,3,4,1,0.18,0.04,1.0000,0.6021
anesthetic,68,53,65,52,1.33,0.63,1.8388,1.7324
anesthetics,9,7,9,7,0.18,0.08,1.0000,0.9031
anesthetist,6,5,5,5,0.12,0.06,0.8451,0.7782
anesthetists,2,1,2,1,0.04,0.01,0.4771,0.3010
anesthetize,14,13,14,13,0.27,0.15,1.1761,1.1461
anesthetized,11,11,11,11,0.22,0.13,1.0792,1.0792
aneurism,6,6,6,6,0.12,0.07,0.8451,0.8451
aneurysm,101,71,94,68,1.98,0.85,2.0086,1.8573
aneurysms,7,7,7,7,0.14,0.08,0.9031,0.9031
anew,44,41,44,41,0.86,0.49,1.6532,1.6232
Angel,3992,1112,1430,855,78.27,13.26,3.6013,3.0465
Angeles,1551,787,6,5,30.41,9.38,3.1909,2.8965
angelfish,5,5,4,4,0.10,0.06,0.7782,0.7782
angelic,29,27,27,26,0.57,0.32,1.4771,1.4472
Angelica,85,23,3,3,1.67,0.27,1.9345,1.3802
angelically,3,2,3,2,0.06,0.02,0.6021,0.4771
Angelina,58,32,0,0,1.14,0.38,1.7709,1.5185
Angeline,6,3,0,0,0.12,0.04,0.8451,0.6021
Angelique,22,6,0,0,0.43,0.07,1.3617,0.8451
Angelito,28,4,7,2,0.55,0.05,1.4624,0.6990
angels,744,458,517,347,14.59,5.46,2.8722,2.6618
Angelus,326,45,0,0,6.39,0.54,2.5145,1.6628
anger,991,639,902,611,19.43,7.62,2.9965,2.8062
angered,28,28,28,28,0.55,0.33,1.4624,1.4624
angering,4,4,4,4,0.08,0.05,0.6990,0.6990
angers,19,9,17,9,0.37,0.11,1.3010,1.0000
angina,46,37,38,32,0.90,0.44,1.6721,1.5798
angiogram,20,11,20,11,0.39,0.13,1.3222,1.0792
angiography,3,2,2,2,0.06,0.02,0.6021,0.4771
angioma,7,1,7,1,0.14,0.01,0.9031,0.3010
angiomas,4,2,4,2,0.08,0.02,0.6990,0.4771
angioplasty,16,13,15,12,0.31,0.15,1.2304,1.1461
angle,761,557,733,546,14.92,6.64,2.8820,2.7466
angled,12,12,11,11,0.24,0.14,1.1139,1.1139
angler,19,8,13,5,0.37,0.10,1.3010,0.9542
anglers,2,2,2,2,0.04,0.02,0.4771,0.4771
angles,164,137,161,135,3.22,1.63,2.2175,2.1399
Anglican,3,3,0,0,0.06,0.04,0.6021,0.6021
Anglicized,3,3,1,1,0.06,0.04,0.6021,0.6021
angling,22,19,18,17,0.43,0.23,1.3617,1.3010
Anglo,6,4,0,0,0.12,0.05,0.8451,0.6990
Anglophile,7,7,0,0,0.14,0.08,0.9031,0.9031
Anglos,3,3,0,0,0.06,0.04,0.6021,0.6021
Angola,22,15,0,0,0.43,0.18,1.3617,1.2041
angora,21,9,11,8,0.41,0.11,1.3424,1.0000
angrier,37,27,35,25,0.73,0.32,1.5798,1.4472
angriest,8,7,8,7,0.16,0.08,0.9542,0.9031
angrily,20,17,20,17,0.39,0.20,1.3222,1.2553
angry,3008,1864,2890,1826,58.98,22.22,3.4784,3.2707
angst,47,44,41,40,0.92,0.52,1.6812,1.6532
Angstrom,4,2,1,1,0.08,0.02,0.6990,0.4771
anguish,110,92,106,89,2.16,1.10,2.0453,1.9685
anguished,13,13,9,9,0.25,0.15,1.1461,1.1461
angular,7,7,6,6,0.14,0.08,0.9031,0.9031
angulated,3,3,2,2,0.06,0.04,0.6021,0.6021
angulation,3,3,3,3,0.06,0.04,0.6021,0.6021
Angus,208,44,0,0,4.08,0.52,2.3201,1.6532
anhedonic,4,2,2,2,0.08,0.02,0.6990,0.4771
Ani,6,4,2,2,0.12,0.05,0.8451,0.6990
Anil,5,1,0,0,0.10,0.01,0.7782,0.3010
aniline,6,5,3,2,0.12,0.06,0.8451,0.7782
Anima,10,5,3,2,0.20,0.06,1.0414,0.7782
animal,2320,1372,2086,1281,45.49,16.36,3.3657,3.1377
Animala,16,1,0,0,0.31,0.01,1.2304,0.3010
animalistic,5,5,5,5,0.10,0.06,0.7782,0.7782
animality,6,2,6,2,0.12,0.02,0.8451,0.4771
animals,1993,1137,1869,1082,39.08,13.56,3.2997,3.0561
animas,2,1,2,1,0.04,0.01,0.4771,0.3010
animate,3,3,3,3,0.06,0.04,0.6021,0.6021
animated,61,36,54,31,1.20,0.43,1.7924,1.5682
animates,2,2,2,2,0.04,0.02,0.4771,0.4771
animating,4,4,4,4,0.08,0.05,0.6990,0.6990
animation,62,45,54,42,1.22,0.54,1.7993,1.6628
animator,2,2,2,2,0.04,0.02,0.4771,0.4771
anime,6,5,5,5,0.12,0.06,0.8451,0.7782
animosities,2,2,2,2,0.04,0.02,0.4771,0.4771
animosity,31,30,30,29,0.61,0.36,1.5051,1.4914
animus,5,4,4,4,0.10,0.05,0.7782,0.6990
anions,2,2,2,2,0.04,0.02,0.4771,0.4771
